#total_load cooling heating lighting equip
227.763320837436 2.54345730662371 159.604042443401 18.4117277717019 47.204093315709
222.642846410232 2.55200259317959 154.475022729642 18.4117277717019 47.204093315709
219.623654539293 2.54019911173712 151.467634340114 18.4117277717082 47.2040933157332
230.070906284733 2.71845869852569 161.736626498766 18.4117277717082 47.2040933157332
297.695587263424 3.09159500950759 228.988171166505 18.4117277717019 47.204093315709
282.483677735378 2.89530326287219 213.972553385095 18.4117277717019 47.204093315709
232.614380338501 2.63376856382811 164.364790687262 18.4117277717019 47.204093315709
226.551492532008 2.63456614105987 158.301105303537 18.4117277717019 47.204093315709
228.130061458441 2.6514260502105 159.86281432079 18.4117277717082 47.2040933157332
239.425565876741 3.11058516311391 170.699159626216 18.4117277717019 47.204093315709
284.549900979855 2.59925895641489 216.334820936029 18.4117277717019 47.204093315709
270.643913583184 2.42881574615818 202.599276749615 18.4117277717019 47.204093315709
265.601341849782 2.43434556470171 197.551175197669 18.4117277717019 47.204093315709
267.619075208678 2.44537291399289 199.557881207244 18.4117277717082 47.2040933157332
223.018612966393 2.62375578001417 154.779036098937 18.4117277717081 47.2040933157332
227.966283487579 2.63306129691781 159.717401103239 18.4117277717044 47.2040933157179
239.007343666448 2.46588280187541 170.92563977715 18.4117277717044 47.2040933157179
294.396829413048 2.73091882832295 226.050089497303 18.4117277717044 47.2040933157179
300.714175309955 2.73201184608285 232.366342376449 18.4117277717044 47.2040933157179
320.418547055577 2.69274168617364 252.109984281963 18.4117277717081 47.2040933157331
304.069303565965 2.8753004445583 235.578182033965 18.4117277717081 47.2040933157331
299.401930537897 2.87255416776121 230.913555282695 18.4117277717081 47.2040933157331
247.771304736763 2.57398606772812 179.581497581593 18.4117277717081 47.2040933157331
245.917509344332 2.56617442059318 177.735513836298 18.4117277717082 47.2040933157331
222.170255555122 2.9202688650698 153.634165602641 18.4117277717019 47.204093315709
232.791062337625 3.12520001349575 164.050041236718 18.4117277717019 47.204093315709
276.550738633318 2.59998318795029 208.334934357957 18.4117277717019 47.204093315709
278.671675288244 2.61137886831784 210.444475332485 18.4117277717082 47.2040933157332
283.882334017858 2.61552875270703 215.650984177709 18.4117277717082 47.2040933157332
242.751724351086 2.66762618303043 174.468277080603 18.4117277717106 47.2040933157425
245.539808096768 2.65347782643789 177.270509182877 18.4117277717106 47.2040933157425
257.744356672663 2.83968679671423 189.288848788496 18.4117277717106 47.2040933157425
257.680931067643 2.84921215316922 189.215897827032 18.4117277717082 47.2040933157333
309.738013246045 3.15925235062647 240.962939807978 18.4117277717082 47.2040933157333
312.423498120713 2.50442941900935 244.303247614244 18.4117277717119 47.2040933157483
266.53998177103 2.97704685722103 197.947113826349 18.4117277717119 47.2040933157483
254.173744737132 3.17888054245635 185.379043107216 18.4117277717119 47.2040933157483
251.875514597805 3.19715516110368 183.062538349242 18.4117277717119 47.2040933157483
248.167024279758 3.16404747095105 179.387155721346 18.4117277717119 47.2040933157483
233.697237931138 2.65542751403676 165.425989329641 18.4117277717119 47.2040933157483
287.159093150462 2.92525767711832 218.618014385883 18.4117277717119 47.2040933157483
289.591764257871 2.90916030301125 221.0667828674 18.4117277717119 47.2040933157483
284.754189476502 2.88663113096803 216.251737258074 18.4117277717119 47.2040933157483
271.219624249733 3.08233493645738 202.521468225816 18.4117277717119 47.2040933157483
279.376717838082 2.72763895459525 211.033257796045 18.4117277717081 47.2040933157332
285.538464587637 2.7308646250998 217.191778875096 18.4117277717081 47.2040933157332
278.449200761898 2.706820826338 210.12655884807 18.4117277717179 47.2040933157715
229.399922880554 2.4598790634679 161.324222729597 18.4117277717179 47.2040933157715
240.887692428771 2.62665052539793 172.645220815884 18.4117277717179 47.2040933157715
288.289697230679 2.61586815384235 220.058007989396 18.4117277717082 47.2040933157332
274.146227877523 2.44433581588548 206.086070974196 18.4117277717082 47.2040933157332
267.350282564228 2.43469636038118 199.299765116405 18.4117277717082 47.2040933157332
263.042843681854 2.43036953443779 194.996653060005 18.4117277717019 47.204093315709
222.195979989834 2.91166338483084 153.668495517592 18.4117277717019 47.204093315709
267.032871010977 2.79410176137286 198.622948162163 18.4117277717081 47.2040933157331
271.367430899256 2.81096799967151 202.940641812143 18.4117277717082 47.2040933157331
285.323379391998 3.00822891192916 216.699329392628 18.4117277717082 47.2040933157331
232.203687565619 2.72190357931989 163.865962898858 18.4117277717082 47.2040933157331
239.085464145405 2.72514103322066 170.744502024743 18.4117277717082 47.2040933157331
230.736824788148 2.47197842015826 162.64902528053 18.4117277717119 47.2040933157483
229.183773859608 2.45999413845545 161.107958633692 18.4117277717119 47.2040933157483
219.121476384585 2.62677340207955 150.878881895045 18.4117277717119 47.2040933157483
224.160825174538 2.62859664615406 155.916407440923 18.4117277717119 47.2040933157483
273.168421783042 2.90056798747797 204.652032708104 18.4117277717119 47.2040933157483
293.478222078437 2.85969418394032 225.002706807086 18.4117277717019 47.204093315709
308.92652045071 3.05357175573289 240.257127607566 18.4117277717019 47.204093315709
312.920955306873 3.04076251092988 244.264371708533 18.4117277717019 47.204093315709
318.314534230301 3.06985766564006 249.62885547722 18.4117277717082 47.2040933157332
265.36852094339 2.75997199605917 196.992727859889 18.4117277717082 47.2040933157332
225.036042598451 2.94073669716897 156.479484813841 18.4117277717082 47.2040933157332
266.528676693663 2.44444050758057 198.468415098641 18.4117277717082 47.2040933157332
269.753373764421 2.43373089152934 201.703821785451 18.4117277717082 47.2040933157332
283.598997272445 2.60451902426824 215.378657160736 18.4117277717082 47.2040933157332
278.910107462151 2.59977351772962 210.694512857011 18.4117277717019 47.204093315709
264.341826888132 3.07773488210876 195.648270918563 18.4117277717119 47.2040933157483
269.893725540188 3.07367414551242 201.204230307216 18.4117277717119 47.2040933157483
257.334550205915 3.28937057677645 188.429358541678 18.4117277717119 47.2040933157483
300.818514826336 2.77391214463371 232.428781594242 18.4117277717119 47.2040933157483
295.890893117973 2.7573761166117 227.517695913901 18.4117277717119 47.2040933157483
269.261307759824 2.8667580107161 200.778728661667 18.4117277717082 47.2040933157332
256.29666548768 3.06793401146811 187.612910388771 18.4117277717082 47.2040933157332
300.344222410375 2.57409214146389 232.15430918147 18.4117277717082 47.2040933157332
297.948286087191 2.56375083081886 229.768714168961 18.4117277717019 47.204093315709
294.656086941315 2.57525555907564 226.465010294828 18.4117277717019 47.204093315709
244.480049090641 2.74055539062393 176.123672612557 18.4117277717119 47.2040933157483
239.455082583233 2.74307051484212 171.096190980931 18.4117277717119 47.2040933157483
295.226372144005 3.02646325936752 226.584087797177 18.4117277717119 47.2040933157483
280.58078256032 3.2388466459898 211.72611482687 18.4117277717119 47.2040933157483
276.212589399704 3.20559265370906 207.391175658534 18.4117277717119 47.2040933157483
252.522098063861 2.8485625829432 184.057714393465 18.4117277717106 47.2040933157425
252.461219375654 2.8580007708816 183.987397517331 18.4117277717082 47.2040933157333
265.185205806044 2.67059088426641 196.898793834336 18.4117277717082 47.2040933157333
259.991336829117 2.66904467247216 191.706471069203 18.4117277717082 47.2040933157333
314.49672793854 2.96032690114601 245.920579949952 18.4117277717082 47.2040933157333
260.15413634179 2.66262633174655 191.875688922632 18.4117277717019 47.204093315709
248.158403888779 2.84947730239543 179.693105498973 18.4117277717019 47.204093315709
244.41070227277 2.83591491462652 175.958966270702 18.4117277717082 47.2040933157332
292.789789211477 3.14008888198604 224.03387924205 18.4117277717082 47.2040933157332
290.639702196834 3.15796768888557 221.865913420507 18.4117277717082 47.2040933157332
314.748584481704 2.39934622257298 246.73341717169 18.4117277717082 47.2040933157332
298.737719184943 2.56772139608687 230.554176701415 18.4117277717082 47.2040933157332
255.243922075941 3.03553854647556 186.592562442024 18.4117277717082 47.2040933157332
249.686319451483 3.03654228294788 181.033956081094 18.4117277717082 47.2040933157332
253.532822528506 3.05712355757674 184.859877883519 18.4117277717019 47.204093315709
316.301008085301 2.76617919936366 247.919007798526 18.4117277717019 47.204093315709
269.720751577639 3.28820512275348 200.816725367475 18.4117277717019 47.204093315709
267.654618980957 3.26501828679909 198.773779606717 18.4117277717082 47.2040933157332
254.406173217448 3.05091872700898 185.739433402998 18.4117277717082 47.2040933157332
259.643563008506 3.04720379737969 190.980538123685 18.4117277717082 47.2040933157332
279.294565516466 2.8039450577994 210.874799371225 18.4117277717081 47.2040933157332
235.960949184827 3.35147989540356 166.993648201982 18.4117277717081 47.2040933157332
247.46003251676 3.13171072193448 178.712500707384 18.4117277717081 47.2040933157332
247.297134078955 3.14285842127889 178.538454570187 18.4117277717179 47.2040933157715
242.782549315184 3.14705571012495 174.01967251757 18.4117277717179 47.2040933157715
305.344079114993 2.75438063054952 236.973877397002 18.4117277717081 47.2040933157332
255.062340067863 2.47570881716597 186.970810163256 18.4117277717081 47.2040933157332
254.95138804748 2.48438255252188 186.851184407469 18.4117277717179 47.2040933157715
268.238094500813 2.65872518778657 199.963548225537 18.4117277717179 47.2040933157715
261.171327451167 2.65238783116835 192.903118532509 18.4117277717179 47.2040933157715
248.726995262221 2.75494323103397 180.356230943697 18.4117277717179 47.2040933157715
300.172427918039 3.06023638204929 231.496370448501 18.4117277717179 47.2040933157715
300.28964119859 3.04921324814417 231.624606863005 18.4117277717081 47.2040933157332
304.302296197084 3.04767205769006 235.638803051952 18.4117277717081 47.2040933157332
320.644849563817 2.85416906990021 252.174859406475 18.4117277717081 47.2040933157332
290.990828544417 2.86388858420158 222.511118872774 18.4117277717082 47.2040933157332
305.89449393319 2.68205438837926 237.596618457369 18.4117277717082 47.2040933157332
303.271817065982 2.66874839049754 234.987247588074 18.4117277717019 47.204093315709
307.993557903505 2.67125919152426 239.70647762457 18.4117277717019 47.204093315709
256.180675023504 2.40337665589366 188.161477280199 18.4117277717019 47.204093315709
261.464064813703 3.27849135891019 192.569752367352 18.4117277717081 47.2040933157332
255.911422995259 3.27980141060322 187.015800497215 18.4117277717081 47.2040933157332
256.049198096772 3.2681944347217 187.165182574628 18.4117277717044 47.2040933157179
299.303372046059 2.75564752599998 230.931903432637 18.4117277717044 47.2040933157179
315.328421456941 2.57494932757375 247.137651041945 18.4117277717044 47.2040933157179
244.461432050624 3.24591268293053 175.599698280282 18.4117277717019 47.204093315709
233.10615516407 3.03982298877621 164.450511087883 18.4117277717019 47.204093315709
229.810775109577 3.00794030472663 161.187013717409 18.4117277717082 47.2040933157332
271.628947399414 2.52778561253731 203.485340699435 18.4117277717082 47.2040933157332
265.70093377827 2.52239239534788 197.562720295481 18.4117277717082 47.2040933157332
280.005029013975 2.9764453180741 211.412762608459 18.4117277717082 47.2040933157333
285.567423011069 2.97722115966115 216.974380763967 18.4117277717082 47.2040933157333
235.206983303216 2.7172368758826 166.873925339892 18.4117277717082 47.2040933157333
224.802496729901 2.90792016541822 156.278755477041 18.4117277717082 47.2040933157333
229.904674790587 2.92669078859514 161.362162914539 18.4117277717106 47.2040933157425
225.805332313892 2.80857511001497 157.380936116466 18.4117277717019 47.204093315709
229.306984347428 2.82098268556837 160.870180574418 18.4117277717082 47.2040933157332
240.034327255945 2.64187267378625 171.776633494717 18.4117277717082 47.2040933157332
292.203140575213 2.90758917478777 223.679730312984 18.4117277717082 47.2040933157332
286.678544839911 2.90917030749828 218.153553444971 18.4117277717082 47.2040933157332
305.529435829485 2.66447704727666 237.249137694748 18.4117277717119 47.2040933157483
310.489198137493 2.65705115504589 242.216325894987 18.4117277717119 47.2040933157483
315.751146328799 2.67324380395516 247.462081437384 18.4117277717119 47.2040933157483
269.280803389554 3.17204466191012 200.492937640184 18.4117277717119 47.2040933157483
256.349693402119 2.97064500083647 187.763227313823 18.4117277717119 47.2040933157483
224.082256415632 2.8111709962081 155.655264331982 18.4117277717082 47.2040933157333
228.561669991514 2.79844814697092 160.147400757102 18.4117277717082 47.2040933157333
233.831167969943 2.81659444123332 165.398752441256 18.4117277717106 47.2040933157425
284.2779258653 3.10245831119683 215.55964646665 18.4117277717106 47.2040933157425
299.207937119725 2.90547683112084 230.686639201151 18.4117277717106 47.2040933157425
257.916180620559 2.49152290565974 189.808836627446 18.4117277717106 47.2040933157425
271.410942693058 2.66636661833762 203.128754987267 18.4117277717106 47.2040933157425
326.109151079119 2.97619640867349 257.517133582992 18.4117277717106 47.2040933157425
317.761526808263 2.95028279462958 249.195422926192 18.4117277717082 47.2040933157333
311.715659767168 2.94720878398465 243.152629895742 18.4117277717082 47.2040933157333
299.134734602201 2.67426793073288 230.844645584045 18.4117277717044 47.2040933157179
298.988256403721 2.68384563479873 230.688589681481 18.4117277717081 47.2040933157332
303.37801133326 2.68414912185848 235.07804112396 18.4117277717081 47.2040933157332
320.056692185189 2.8661253335099 251.574745764238 18.4117277717081 47.2040933157332
265.434041389795 2.57109134327219 197.247128959081 18.4117277717081 47.2040933157332
274.941869036365 2.79284437760469 206.533203571338 18.4117277717044 47.2040933157179
232.318316701369 3.34207148429755 163.360424129649 18.4117277717044 47.2040933157179
237.792757696325 3.33740166274951 168.839534946154 18.4117277717044 47.2040933157179
237.672697704862 3.34916685096901 168.707709766452 18.4117277717081 47.2040933157332
249.292217733908 3.12954935254481 180.546847293922 18.4117277717081 47.2040933157332
242.738789371607 3.01579767907701 174.107170605088 18.4117277717082 47.2040933157332
231.130446507652 2.82431846135783 162.690306958853 18.4117277717082 47.2040933157332
226.664057761056 2.82715786145709 158.221078812157 18.4117277717082 47.2040933157332
268.77747603462 2.35504931155771 200.806605635621 18.4117277717082 47.2040933157332
272.899445132057 2.36377906687179 204.919844977774 18.4117277717019 47.204093315709
281.671535095735 3.12246708473053 212.933246923563 18.4117277717081 47.2040933157332
229.943674139909 2.83010983618714 161.49774321628 18.4117277717081 47.2040933157332
224.846792784435 2.81133937540651 156.41963232154 18.4117277717179 47.2040933157715
231.065515867448 2.81307457155459 162.636620208404 18.4117277717179 47.2040933157715
242.300004113119 2.63446666224954 174.04971636338 18.4117277717179 47.2040933157715
267.026942621905 3.15437993245016 198.256741602013 18.4117277717081 47.2040933157332
253.826222458692 2.95410184150094 185.25629952975 18.4117277717081 47.2040933157332
296.771303476175 2.49353393470422 228.66194845403 18.4117277717081 47.2040933157332
302.991685817194 2.49919395397328 234.876670775779 18.4117277717081 47.2040933157332
303.08479942823 2.49100910730646 234.977969233501 18.4117277717044 47.2040933157179
258.888189480806 3.07437290830012 190.197995485084 18.4117277717044 47.2040933157179
